STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TMAX,TMIN,AWND
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/1/14,0,0,0,60,39,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/2/14,0,0,0,54,42,2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/3/14,0.07,0,0,67,46,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/4/14,0.21,0,0,47,40,8.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/5/14,0,0,0,54,40,8.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/6/14,0,0,0,61,36,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/7/14,0.52,0,0,53,43,6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/8/14,0.34,0,0,64,46,6.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/9/14,0,0,0,61,45,6.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/10/14,0,0,0,58,42,6.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/11/14,0,0,0,75,56,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/12/14,0,0,0,73,50,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/13/14,0,0,0,77,54,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/14/14,0,0,0,75,59,7.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/15/14,0.71,0,0,63,33,8.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/16/14,0.05,0,0,49,31,7.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/17/14,0,0,0,48,36,7.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/18/14,0,0,0,49,35,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/19/14,0,0,0,68,41,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/20/14,0,0,0,60,45,6.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/21/14,0,0,0,67,41,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/22/14,0.01,0,0,71,51,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/23/14,0,0,0,61,44,9.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/24/14,0,0,0,62,42,8.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/25/14,0.02,0,0,63,44,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/26/14,0.92,0,0,67,46,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/27/14,0,0,0,59,47,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/28/14,0,0,0,67,45,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/29/14,0.03,0,0,52,43,8.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/30/14,4.97,0,0,52,41,8.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/1/14,0.12,0,0,78,51,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/2/14,0,0,0,70,56,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/3/14,0.08,0,0,71,54,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/4/14,0.02,0,0,65,54,8.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/5/14,0,0,0,70,50,7.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/6/14,0,0,0,71,52,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/7/14,0,0,0,69,50,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/8/14,0.41,0,0,59,53,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/9/14,0.04,0,0,63,55,3.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/10/14,0.37,0,0,83,57,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/11/14,0.03,0,0,82,60,3.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/12/14,0,0,0,85,64,1.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/13/14,0,0,0,73,53,7.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/14/14,0.01,0,0,71,52,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/15/14,0.15,0,0,71,58,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/16/14,1.54,0,0,68,58,6.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/17/14,0,0,0,70,53,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/18/14,0,0,0,67,51,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/19/14,0,0,0,72,49,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/20/14,0,0,0,78,53,3.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/21/14,0,0,0,74,63,2.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/22/14,0.24,0,0,67,59,3.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/23/14,0.91,0,0,71,56,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/24/14,0.4,0,0,70,57,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/25/14,0,0,0,80,55,2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/26/14,0,0,0,86,66,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/27/14,0,0,0,86,64,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/28/14,0,0,0,64,54,7.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/29/14,0,0,0,66,51,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/30/14,0,0,0,75,55,2.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/31/14,0.05,0,0,73,57,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/1/14,0,0,0,77,55,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/2/14,0,0,0,80,59,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/3/14,0.12,0,0,87,65,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/4/14,0,0,0,82,63,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/5/14,0.87,0,0,76,61,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/6/14,0,0,0,76,61,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/7/14,0,0,0,82,60,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/8/14,0,0,0,86,66,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/9/14,1.6,0,0,73,63,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/10/14,0,0,0,77,65,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/11/14,0.02,0,0,70,61,7.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/12/14,0.07,0,0,73,60,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/13/14,1.28,0,0,79,65,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/14/14,0,0,0,74,60,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/15/14,0,0,0,80,59,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/16/14,0,0,0,81,63,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/17/14,0,0,0,89,71,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/18/14,0,0,0,89,76,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/19/14,0.15,0,0,77,68,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/20/14,0,0,0,79,64,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/21/14,0,0,0,78,62,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/22/14,0,0,0,79,64,2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/23/14,0,0,0,81,65,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/24/14,0,0,0,81,68,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/25/14,0.08,0,0,85,70,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/26/14,0.07,0,0,85,70,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/27/14,0,0,0,83,67,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/28/14,0,0,0,87,66,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/29/14,0,0,0,83,68,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/30/14,0,0,0,84,69,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/1/14,0,0,0,89,72,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/2/14,0.96,0,0,91,72,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/3/14,1.78,0,0,87,69,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/4/14,0.14,0,0,74,65,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/5/14,0,0,0,81,63,6.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/6/14,0,0,0,84,66,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/7/14,0.04,0,0,90,72,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/8/14,0.39,0,0,91,71,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/9/14,0.09,0,0,88,71,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/10/14,0,0,0,83,72,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/11/14,0,0,0,86,71,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/12/14,0,0,0,85,71,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/13/14,0.03,0,0,83,72,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/14/14,0.46,0,0,84,72,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/15/14,1.3,0,0,86,72,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/16/14,0,0,0,81,68,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/17/14,0,0,0,81,67,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/18/14,0,0,0,81,64,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/19/14,0,0,0,76,68,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/20/14,0,0,0,80,66,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/21/14,0,0,0,85,67,2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/22/14,0,0,0,86,71,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/23/14,0.19,0,0,88,72,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/24/14,0,0,0,80,70,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/25/14,0,0,0,82,66,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/26/14,0,0,0,81,69,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/27/14,0.02,0,0,85,71,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/28/14,0.19,0,0,82,68,7.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/29/14,0,0,0,76,64,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/30/14,0,0,0,80,63,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/31/14,0,0,0,82,68,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/1/14,0,0,0,84,71,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/2/14,0.41,0,0,74,63,6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/3/14,0.07,0,0,76,66,2.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/4/14,0,0,0,84,70,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/5/14,0,0,0,90,71,2.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/6/14,0,0,0,83,70,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/7/14,0,0,0,83,66,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/8/14,0,0,0,83,65,3.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/9/14,0,0,0,87,66,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/10/14,0,0,0,88,68,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/11/14,0,0,0,87,71,3.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/12/14,0.19,0,0,79,70,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/13/14,0.53,0,0,82,68,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/14/14,0,0,0,77,63,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/15/14,0,0,0,73,61,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/16/14,0,0,0,78,63,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/17/14,0.01,0,0,82,66,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/18/14,0,0,0,81,63,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/19/14,0,0,0,83,63,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/20/14,0,0,0,84,70,2.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/21/14,0.35,0,0,83,65,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/22/14,0.06,0,0,79,65,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/23/14,0.01,0,0,77,67,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/24/14,0,0,0,80,64,3.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/25/14,0,0,0,88,64,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/26/14,0,0,0,89,70,2.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/27/14,0,0,0,90,70,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/28/14,0,0,0,82,66,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/29/14,0,0,0,80,61,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/30/14,0,0,0,80,65,2.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/31/14,0.62,0,0,90,73,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/1/14,0,0,0,88,75,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/2/14,0,0,0,92,77,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/3/14,0,0,0,86,72,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/4/14,0,0,0,87,69,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/5/14,0,0,0,87,72,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/6/14,0.11,0,0,91,67,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/7/14,0,0,0,81,65,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/8/14,0,0,0,75,65,7.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/9/14,0,0,0,73,63,7.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/10/14,0,0,0,80,63,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/11/14,0,0,0,83,69,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/12/14,0,0,0,78,62,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/13/14,0.26,0,0,69,58,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/14/14,0,0,0,71,53,3.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/15/14,0,0,0,71,55,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/16/14,0.37,0,0,70,58,2.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/17/14,0,0,0,73,55,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/18/14,0,0,0,76,57,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/19/14,0,0,0,66,54,7.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/20/14,0,0,0,75,57,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/21/14,0.15,0,0,75,67,1.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/22/14,0,0,0,71,55,6.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/23/14,0,0,0,71,52,1.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/24/14,0,0,0,71,58,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/25/14,0.32,0,0,64,57,8.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/26/14,0,0,0,77,58,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/27/14,0,0,0,83,60,2.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/28/14,0,0,0,84,64,1.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/29/14,0,0,0,79,67,0.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/30/14,0,0,0,71,62,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/1/14,0.02,0,0,65,61,6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/2/14,0,0,0,70,61,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/3/14,0,0,0,71,56,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/4/14,1.18,0,0,69,52,6.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/5/14,0,0,0,61,46,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/6/14,0,0,0,69,50,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/7/14,0.06,0,0,71,63,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/8/14,0.04,0,0,73,62,7.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/9/14,0,0,0,68,55,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/10/14,0,0,0,64,52,2.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/11/14,0.33,0,0,60,50,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/12/14,0,0,0,63,48,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/13/14,0.05,0,0,65,52,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/14/14,0,0,0,76,63,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/15/14,0.69,0,0,77,69,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/16/14,1.11,0,0,71,61,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/17/14,0,0,0,71,59,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/18/14,0,0,0,70,56,6.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/19/14,0,0,0,56,44,7.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/20/14,0,0,0,60,42,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/21/14,0.11,0,0,67,55,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/22/14,1.51,0,0,58,50,9.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/23/14,0.61,0,0,53,50,7.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/24/14,0,0,0,63,51,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/25/14,0.01,0,0,67,50,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/26/14,0,0,0,63,53,7.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/27/14,0,0,0,63,48,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/28/14,0,0,0,72,53,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/29/14,0,0,0,72,51,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/30/14,0,0,0,59,47,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/31/14,0.05,0,0,55,45,6.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/1/14,0.35,0,0,47,42,8.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/2/14,0,0,0,48,41,10.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/3/14,0,0,0,61,39,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/4/14,0,0,0,68,53,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/5/14,0,0,0,64,56,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/6/14,0.37,0,0,57,48,3.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/7/14,0,0,0,53,40,7.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/8/14,0,0,0,48,36,6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/9/14,0,0,0,57,46,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/10/14,0,0,0,61,44,2.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/11/14,0,0,0,64,49,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/12/14,0,0,0,65,47,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/13/14,0.2,0,0,48,36,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/14/14,0.06,0,0,42,35,7.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/15/14,0,0,0,42,33,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/16/14,0.03,0,0,45,35,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/17/14,1.54,0,0,52,40,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/18/14,0,0,0,45,24,10.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/19/14,0,0,0,36,22,7.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/20/14,0,0,0,45,31,7.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/21/14,0,0,0,37,28,7.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/22/14,0,0,0,44,28,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/23/14,0,0,0,57,43,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/24/14,0.7,0,0,69,53,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/25/14,0,0,0,68,51,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/26/14,1.24,0,0.2,51,34,8.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/27/14,0.02,0,0,38,34,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/28/14,0,0,0,37,29,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/29/14,0,0,0,45,27,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/30/14,0,0,0,55,45,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/1/14,0.09,0,0,65,42,6.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/2/14,0.08,0,0,43,35,9.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/3/14,0.06,0,0,46,41,7.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/4/14,0,0,0,45,37,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/5/14,0.51,0,0,44,34,6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/6/14,1.22,0,0,50,39,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/7/14,0.04,0,0,42,30,11.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/8/14,0,0,0,37,24,11.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/9/14,2.54,0,0,42,36,10.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/10/14,0.08,0,1,40,32,8.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/11/14,0.01,1.2,0,38,31,7.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/12/14,0,0,0,38,32,8.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/13/14,0,0,0,44,34,8.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/14/14,0,0,0,46,38,6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/15/14,0,0,0,48,37,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/16/14,0.2,0,0,49,38,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/17/14,0.02,0,0,54,42,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/18/14,0,0,0,42,37,8.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/19/14,0,0,0,38,31,7.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/20/14,0,0,0,33,30,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/21/14,0,0,0,36,31,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/22/14,0.04,0,0,44,35,6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/23/14,0.16,0,0,46,43,8.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/24/14,0.8,0,0,58,44,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/25/14,0.09,0,0,62,44,9.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/26/14,0,0,0,50,40,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/27/14,0,0,0,55,44,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/28/14,0.1,0,0,54,43,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/29/14,0,0,0,44,34,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/30/14,0,0,0,34,28,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,12/31/14,0,0,0,32,27,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,1/1/15,0,0,0,39,27,7.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,1/2/15,0,0,0,42,35,7.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,1/3/15,0.71,0,0,42,33,6.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,1/4/15,0.3,0,0,56,41,6.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,1/5/15,0,0,0,49,21,10.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,1/6/15,0.05,0,1,22,19,4
